model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
gemma3_12b,MQ_0406,0.6838,True,False,False,C
gemma3_12b,MQ_0926,0.684,False,False,False,A
gemma3_12b,MQ_0202,0.6846,False,False,False,B
gemma3_12b,MQ_0948,0.6848,True,False,True,C
gemma3_12b,MQ_0303,0.6849,False,False,False,A
gemma3_12b,MQ_0389,0.6849,True,True,True,D
gemma3_12b,MQ_0239,0.6851,True,True,False,C
gemma3_12b,MQ_0110,0.6852,False,False,False,D
gemma3_12b,MQ_0492,0.6858,False,False,True,B
gemma3_12b,MQ_0783,0.6859,True,True,False,D
gemma3_12b,MQ_0240,0.686,True,True,False,D
gemma3_12b,MQ_0700,0.6868,False,False,False,B
gemma3_12b,MQ_0266,0.6869,False,False,False,D
gemma3_12b,MQ_0736,0.6869,False,True,True,C
gemma3_12b,MQ_0208,0.6872,True,True,True,D
gemma3_12b,MQ_0312,0.6883,True,False,True,B
gemma3_12b,MQ_0126,0.6885,True,False,False,B
gemma3_12b,MQ_0859,0.6888,True,False,True,A
gemma3_12b,MQ_0290,0.689,True,True,True,D
gemma3_12b,MQ_0834,0.689,True,True,False,C
gemma3_12b,MQ_0602,0.6899,True,True,False,B
gemma3_12b,MQ_0755,0.6904,False,False,True,D
gemma3_12b,MQ_0338,0.6905,True,True,False,B
gemma3_12b,MQ_0067,0.6908,False,True,False,B
gemma3_12b,MQ_0372,0.6915,False,False,True,C
gemma3_12b,MQ_0411,0.6917,False,False,False,B
gemma3_12b,MQ_0562,0.692,False,False,True,D
gemma3_12b,MQ_0160,0.6921,False,True,False,D
gemma3_12b,MQ_0251,0.6921,False,False,False,A
gemma3_12b,MQ_0171,0.6923,True,True,False,A
gemma3_12b,MQ_0183,0.6923,False,False,True,A
gemma3_12b,MQ_0309,0.6924,True,True,False,D
gemma3_12b,MQ_0435,0.6931,True,False,True,D
gemma3_12b,MQ_0365,0.694,False,False,True,B
gemma3_12b,MQ_0936,0.694,True,False,False,D
gemma3_12b,MQ_0231,0.6942,False,False,False,A
gemma3_12b,MQ_0436,0.6946,True,True,True,A
gemma3_12b,MQ_0304,0.6948,True,False,True,A
gemma3_12b,MQ_0165,0.6951,False,False,False,D
gemma3_12b,MQ_0841,0.6952,True,True,True,B
gemma3_12b,MQ_0952,0.6953,False,False,False,B
gemma3_12b,MQ_0281,0.6957,True,False,True,B
gemma3_12b,MQ_0774,0.696,False,True,False,B
gemma3_12b,MQ_0345,0.6961,False,True,False,A
gemma3_12b,MQ_0061,0.6964,True,True,True,D
gemma3_12b,MQ_0816,0.6965,False,False,False,D
gemma3_12b,MQ_0056,0.6969,False,True,False,A
gemma3_12b,MQ_0426,0.6978,True,True,True,A
gemma3_12b,MQ_0133,0.6982,True,True,True,D
gemma3_12b,MQ_0966,0.6986,False,True,True,A
gemma3_12b,MQ_0044,0.6991,True,True,False,D
gemma3_12b,MQ_0720,0.6995,False,False,False,B
gemma3_12b,MQ_0805,0.6997,True,True,True,A
gemma3_12b,MQ_0228,0.7,True,False,False,A
gemma3_12b,MQ_0653,0.701,False,True,False,D
gemma3_12b,MQ_0949,0.701,True,False,False,C
gemma3_12b,MQ_0337,0.7014,False,False,True,C
gemma3_12b,MQ_0765,0.7014,False,False,True,B
gemma3_12b,MQ_0684,0.7017,False,False,True,A
gemma3_12b,MQ_0384,0.702,False,False,False,C
gemma3_12b,MQ_0932,0.7023,False,True,True,A
gemma3_12b,MQ_0881,0.7024,True,True,True,A
gemma3_12b,MQ_0584,0.7025,False,False,True,C
gemma3_12b,MQ_0144,0.7029,False,False,False,D
gemma3_12b,MQ_0410,0.7029,False,False,False,B
gemma3_12b,MQ_0941,0.703,True,False,False,D
gemma3_12b,MQ_0323,0.7033,False,False,True,D
gemma3_12b,MQ_0937,0.7036,False,True,False,B
gemma3_12b,MQ_0895,0.7041,True,True,False,C
gemma3_12b,MQ_0263,0.7042,False,False,False,B
gemma3_12b,MQ_0554,0.7043,False,False,True,A
gemma3_12b,MQ_0766,0.7045,False,False,True,C
gemma3_12b,MQ_0454,0.7047,False,True,True,B
gemma3_12b,MQ_0032,0.7053,False,False,False,B
gemma3_12b,MQ_0120,0.7054,False,False,False,D
gemma3_12b,MQ_0256,0.7054,False,False,False,D
gemma3_12b,MQ_0198,0.7055,True,True,False,C
gemma3_12b,MQ_0401,0.7055,True,True,False,A
gemma3_12b,MQ_0547,0.7055,False,True,True,B
gemma3_12b,MQ_0184,0.7056,True,False,False,B
gemma3_12b,MQ_0079,0.7061,False,False,False,B
gemma3_12b,MQ_0226,0.7061,False,False,False,A
gemma3_12b,MQ_0210,0.7065,True,True,True,C
gemma3_12b,MQ_0729,0.7065,False,False,False,C
gemma3_12b,MQ_0295,0.7068,True,False,True,A
gemma3_12b,MQ_0842,0.7069,True,True,True,C
gemma3_12b,MQ_0610,0.7071,False,False,False,B
gemma3_12b,MQ_0029,0.7074,True,False,False,D
gemma3_12b,MQ_0101,0.7075,False,True,False,C
gemma3_12b,MQ_0333,0.7077,False,True,True,C
gemma3_12b,MQ_0242,0.7078,False,False,True,C
gemma3_12b,MQ_0551,0.7078,False,False,False,B
gemma3_12b,MQ_0020,0.7079,True,True,False,D
gemma3_12b,MQ_0787,0.7079,True,True,True,D
gemma3_12b,MQ_0325,0.7081,False,False,False,C
gemma3_12b,MQ_0367,0.7096,True,False,True,C
gemma3_12b,MQ_0409,0.7097,False,False,False,A
gemma3_12b,MQ_1000,0.7098,True,True,False,B
gemma3_12b,MQ_0573,0.7099,True,False,False,C
gemma3_12b,MQ_0347,0.71,True,True,False,B
gemma3_12b,MQ_0615,0.7101,False,False,False,C
gemma3_12b,MQ_0598,0.7105,True,False,True,B
gemma3_12b,MQ_0991,0.711,True,False,False,B
gemma3_12b,MQ_0943,0.7113,False,False,False,B
gemma3_12b,MQ_0536,0.7123,False,True,False,A
gemma3_12b,MQ_0540,0.7127,True,True,False,A
gemma3_12b,MQ_0703,0.7127,False,False,True,D
gemma3_12b,MQ_0851,0.7128,False,False,True,A
gemma3_12b,MQ_0837,0.7129,False,False,True,B
gemma3_12b,MQ_0064,0.713,False,False,True,C
gemma3_12b,MQ_0153,0.7132,True,True,True,D
gemma3_12b,MQ_0400,0.7133,True,False,False,A
gemma3_12b,MQ_0954,0.7135,True,False,True,C
gemma3_12b,MQ_0597,0.7136,True,False,True,D
gemma3_12b,MQ_0780,0.7137,False,True,False,C
gemma3_12b,MQ_0135,0.7142,False,False,False,B
gemma3_12b,MQ_0181,0.7143,True,True,True,A
gemma3_12b,MQ_0718,0.7145,True,True,False,D
gemma3_12b,MQ_0487,0.7149,True,True,True,A
gemma3_12b,MQ_0571,0.7149,True,False,False,B
gemma3_12b,MQ_0992,0.7149,False,False,False,B
gemma3_12b,MQ_0393,0.715,False,False,False,C
gemma3_12b,MQ_0154,0.7151,False,True,False,A
gemma3_12b,MQ_0503,0.7151,False,True,False,A
gemma3_12b,MQ_0907,0.7151,True,True,True,C
gemma3_12b,MQ_0243,0.7154,False,False,False,B
gemma3_12b,MQ_0380,0.7154,True,True,False,C
gemma3_12b,MQ_0553,0.7154,True,True,True,C
gemma3_12b,MQ_0548,0.7158,False,False,False,C
gemma3_12b,MQ_0928,0.7164,True,False,False,B
gemma3_12b,MQ_0838,0.7166,True,False,True,D
gemma3_12b,MQ_0205,0.7167,False,False,False,C
gemma3_12b,MQ_0042,0.7168,False,False,False,B
gemma3_12b,MQ_0026,0.717,False,False,True,C
gemma3_12b,MQ_0433,0.7172,True,True,False,A
gemma3_12b,MQ_0741,0.7184,False,False,False,C
gemma3_12b,MQ_0249,0.7185,True,False,False,A
gemma3_12b,MQ_0150,0.7189,False,False,False,D
gemma3_12b,MQ_0114,0.7192,False,True,True,C
gemma3_12b,MQ_0889,0.7192,False,False,False,D
gemma3_12b,MQ_0753,0.7193,True,True,False,C
gemma3_12b,MQ_0300,0.7198,False,False,False,B
gemma3_12b,MQ_0903,0.7202,True,True,False,D
gemma3_12b,MQ_0074,0.7205,False,False,False,C
gemma3_12b,MQ_0975,0.7205,False,False,False,A
gemma3_12b,MQ_0308,0.7208,True,False,False,B
gemma3_12b,MQ_0164,0.721,False,False,False,B
gemma3_12b,MQ_0987,0.721,False,False,False,A
gemma3_12b,MQ_0096,0.7212,False,False,False,A
gemma3_12b,MQ_0740,0.7213,False,True,False,A
gemma3_12b,MQ_0355,0.7214,True,False,True,D
gemma3_12b,MQ_0006,0.722,False,True,False,C
gemma3_12b,MQ_0726,0.7225,True,False,True,A
gemma3_12b,MQ_0614,0.7229,True,False,True,C
gemma3_12b,MQ_0604,0.723,True,False,False,C
gemma3_12b,MQ_0417,0.7234,True,False,False,C
gemma3_12b,MQ_0095,0.7236,False,True,False,C
gemma3_12b,MQ_0704,0.7236,False,False,False,B
gemma3_12b,MQ_0430,0.7237,False,True,True,D
gemma3_12b,MQ_0501,0.7238,True,False,False,C
gemma3_12b,MQ_0560,0.7239,False,False,False,A
gemma3_12b,MQ_0891,0.7239,True,False,False,C
gemma3_12b,MQ_0152,0.7242,False,False,False,B
gemma3_12b,MQ_0364,0.7242,False,True,True,A
gemma3_12b,MQ_0080,0.7245,False,False,False,D
gemma3_12b,MQ_0835,0.7245,True,True,False,A
gemma3_12b,MQ_0911,0.7247,False,True,True,C
gemma3_12b,MQ_0162,0.7248,False,False,True,C
gemma3_12b,MQ_0047,0.7249,True,True,True,D
gemma3_12b,MQ_0534,0.7249,False,True,False,D
gemma3_12b,MQ_0587,0.7249,True,True,False,B
gemma3_12b,MQ_0014,0.7252,False,False,True,D
gemma3_12b,MQ_0552,0.7252,True,True,False,A
gemma3_12b,MQ_0069,0.7253,False,False,False,A
gemma3_12b,MQ_0942,0.7257,False,False,True,D
gemma3_12b,MQ_0586,0.7259,False,True,False,A
gemma3_12b,MQ_0609,0.7266,True,True,False,B
gemma3_12b,MQ_0002,0.7267,False,False,False,C
gemma3_12b,MQ_0093,0.727,False,False,False,B
gemma3_12b,MQ_0908,0.727,False,True,True,A
gemma3_12b,MQ_0223,0.7271,True,True,False,D
gemma3_12b,MQ_0499,0.7272,True,False,False,D
gemma3_12b,MQ_0810,0.7272,False,True,True,A
gemma3_12b,MQ_0046,0.7273,False,False,True,D
gemma3_12b,MQ_0206,0.7273,False,False,False,B
gemma3_12b,MQ_0709,0.7273,True,False,False,C
gemma3_12b,MQ_0875,0.7274,True,False,True,C
gemma3_12b,MQ_0076,0.7276,False,False,False,D
gemma3_12b,MQ_0613,0.7276,False,False,False,C
gemma3_12b,MQ_0773,0.7276,False,False,False,D
gemma3_12b,MQ_0253,0.7278,True,False,False,C
gemma3_12b,MQ_0132,0.7279,False,True,True,D
gemma3_12b,MQ_0083,0.728,True,True,True,D
gemma3_12b,MQ_0776,0.728,False,False,False,D
gemma3_12b,MQ_0909,0.728,False,False,False,C
gemma3_12b,MQ_0353,0.7281,True,True,True,D
gemma3_12b,MQ_0504,0.7283,True,False,True,D
gemma3_12b,MQ_0985,0.7292,True,True,True,A
gemma3_12b,MQ_0997,0.7292,True,True,True,D
gemma3_12b,MQ_0078,0.7298,True,False,False,A
gemma3_12b,MQ_0112,0.7301,False,False,True,C
gemma3_12b,MQ_0496,0.7304,False,False,False,B
gemma3_12b,MQ_0287,0.7306,False,True,False,A
gemma3_12b,MQ_0788,0.7308,False,False,False,C
gemma3_12b,MQ_0799,0.7309,False,False,False,B
gemma3_12b,MQ_0878,0.7309,True,False,False,C
gemma3_12b,MQ_0612,0.731,True,False,False,D
gemma3_12b,MQ_0831,0.731,True,False,False,A
gemma3_12b,MQ_0756,0.7311,False,False,False,B
gemma3_12b,MQ_0648,0.7313,False,False,False,D
gemma3_12b,MQ_0996,0.7314,True,False,True,B
gemma3_12b,MQ_0557,0.7317,False,False,False,A
gemma3_12b,MQ_0793,0.7318,False,True,False,D
gemma3_12b,MQ_0089,0.7323,False,False,False,C
gemma3_12b,MQ_0334,0.7326,False,False,False,B
gemma3_12b,MQ_0399,0.7326,False,False,False,C
gemma3_12b,MQ_0839,0.7327,False,False,False,B
gemma3_12b,MQ_0472,0.7328,False,True,False,B
gemma3_12b,MQ_0820,0.7328,True,False,False,B
gemma3_12b,MQ_0873,0.7329,False,False,False,D
gemma3_12b,MQ_0892,0.7329,True,False,True,C
gemma3_12b,MQ_0972,0.733,True,False,False,C
gemma3_12b,MQ_0124,0.7331,False,False,True,C
gemma3_12b,MQ_0925,0.7333,False,False,False,A
gemma3_12b,MQ_0865,0.7337,True,False,False,A
gemma3_12b,MQ_0007,0.7339,True,False,False,B
gemma3_12b,MQ_0052,0.734,True,True,True,D
gemma3_12b,MQ_0695,0.7342,True,False,False,D
gemma3_12b,MQ_0118,0.7343,False,False,False,D
gemma3_12b,MQ_0326,0.7348,False,False,True,B
gemma3_12b,MQ_0229,0.7349,True,False,True,D
gemma3_12b,MQ_0405,0.7349,True,True,False,B
gemma3_12b,MQ_0836,0.735,False,False,True,C
gemma3_12b,MQ_0511,0.7351,False,False,False,C
gemma3_12b,MQ_0520,0.7353,False,False,False,A
gemma3_12b,MQ_0344,0.7359,False,True,False,B
gemma3_12b,MQ_0806,0.7365,False,False,True,C
gemma3_12b,MQ_0627,0.7367,True,False,False,A
gemma3_12b,MQ_0262,0.7368,False,True,True,A
gemma3_12b,MQ_0628,0.7376,False,False,False,D
gemma3_12b,MQ_0882,0.7376,True,True,False,A
gemma3_12b,MQ_0092,0.7377,False,True,True,A
gemma3_12b,MQ_0065,0.7379,False,False,False,B
gemma3_12b,MQ_0217,0.7382,False,False,False,B
gemma3_12b,MQ_0283,0.7384,True,True,False,C
gemma3_12b,MQ_0656,0.7384,False,False,True,C
gemma3_12b,MQ_0143,0.7387,True,False,True,C
gemma3_12b,MQ_0629,0.7387,True,True,True,D
gemma3_12b,MQ_0315,0.739,True,False,False,A
gemma3_12b,MQ_0964,0.739,True,False,False,C
gemma3_12b,MQ_0561,0.7391,False,False,True,C
gemma3_12b,MQ_0868,0.7391,False,False,False,B
gemma3_12b,MQ_0081,0.7393,True,False,False,C
gemma3_12b,MQ_0310,0.7394,False,False,False,B
gemma3_12b,MQ_0377,0.7398,True,True,True,A
gemma3_12b,MQ_0053,0.7402,False,False,False,C
gemma3_12b,MQ_0525,0.7402,False,True,False,A
gemma3_12b,MQ_0167,0.7403,False,True,False,D
gemma3_12b,MQ_0762,0.7408,False,False,False,C
gemma3_12b,MQ_0927,0.7412,True,True,False,A
gemma3_12b,MQ_0161,0.7417,False,False,True,B
gemma3_12b,MQ_0853,0.7417,False,False,False,C
gemma3_12b,MQ_0864,0.7417,False,False,False,C
gemma3_12b,MQ_0030,0.7418,True,False,True,D
gemma3_12b,MQ_0863,0.7419,False,False,False,A
gemma3_12b,MQ_0199,0.742,False,False,True,B
gemma3_12b,MQ_0933,0.742,False,False,False,C
gemma3_12b,MQ_0990,0.7421,True,False,False,A
gemma3_12b,MQ_0469,0.7422,False,False,False,B
gemma3_12b,MQ_0157,0.7423,True,False,True,D
gemma3_12b,MQ_0510,0.7426,False,False,False,C
gemma3_12b,MQ_0827,0.7426,True,False,False,D
gemma3_12b,MQ_0883,0.7426,False,False,False,A
gemma3_12b,MQ_0370,0.743,True,True,True,D
gemma3_12b,MQ_0468,0.7433,False,False,False,A
gemma3_12b,MQ_0091,0.7434,True,True,False,A
gemma3_12b,MQ_0646,0.7434,False,False,False,A
gemma3_12b,MQ_0828,0.7435,True,True,False,C
gemma3_12b,MQ_0282,0.7441,False,False,False,C
gemma3_12b,MQ_0009,0.7443,True,True,True,D
gemma3_12b,MQ_0563,0.7443,False,False,False,C
gemma3_12b,MQ_0004,0.7446,False,False,True,B
gemma3_12b,MQ_0667,0.7446,False,False,False,C
gemma3_12b,MQ_0669,0.7446,True,True,False,A
gemma3_12b,MQ_0904,0.7447,True,True,True,C
gemma3_12b,MQ_0973,0.7447,True,True,False,A
gemma3_12b,MQ_0415,0.7448,False,False,True,C
gemma3_12b,MQ_0003,0.7451,False,False,True,C
gemma3_12b,MQ_0203,0.7451,False,False,True,C
gemma3_12b,MQ_0134,0.7452,True,True,True,D
gemma3_12b,MQ_0215,0.7452,False,False,False,B
gemma3_12b,MQ_0770,0.7452,False,True,False,C
gemma3_12b,MQ_0980,0.7453,False,False,False,B
gemma3_12b,MQ_0324,0.7454,False,True,False,B
gemma3_12b,MQ_0649,0.7457,False,False,False,C
gemma3_12b,MQ_0555,0.746,True,True,True,D
gemma3_12b,MQ_0147,0.7461,True,True,True,C
gemma3_12b,MQ_0371,0.7461,True,False,False,B
gemma3_12b,MQ_0529,0.7466,False,False,False,B
gemma3_12b,MQ_0556,0.7466,True,False,True,D
gemma3_12b,MQ_0899,0.7466,False,True,True,A
gemma3_12b,MQ_0346,0.7467,True,False,False,A
gemma3_12b,MQ_0779,0.7467,True,True,True,C
gemma3_12b,MQ_0103,0.7468,False,True,False,D
gemma3_12b,MQ_0905,0.7469,True,False,True,B
gemma3_12b,MQ_0175,0.747,True,True,True,A
gemma3_12b,MQ_0869,0.7471,False,False,False,A
gemma3_12b,MQ_0445,0.7473,False,False,False,B
gemma3_12b,MQ_0421,0.7474,True,True,True,A
gemma3_12b,MQ_0777,0.7475,False,False,False,C
gemma3_12b,MQ_0497,0.7477,True,False,True,A
gemma3_12b,MQ_0763,0.7477,False,True,False,C
gemma3_12b,MQ_0599,0.748,False,False,False,B
gemma3_12b,MQ_0476,0.7481,False,False,False,D
gemma3_12b,MQ_0698,0.7481,False,False,False,D
gemma3_12b,MQ_0989,0.7484,True,False,False,C
gemma3_12b,MQ_0967,0.7488,False,True,False,D
gemma3_12b,MQ_0866,0.749,False,False,False,B
gemma3_12b,MQ_0439,0.7491,True,False,False,D
gemma3_12b,MQ_0699,0.7494,True,False,False,A
gemma3_12b,MQ_0023,0.7495,False,False,True,A
gemma3_12b,MQ_0635,0.7495,True,False,True,D
gemma3_12b,MQ_0022,0.7499,False,False,False,B
gemma3_12b,MQ_0661,0.7501,False,False,False,B
gemma3_12b,MQ_0475,0.7503,True,True,True,D
gemma3_12b,MQ_0268,0.7506,True,True,False,A
gemma3_12b,MQ_0659,0.7506,False,False,False,B
gemma3_12b,MQ_0801,0.7506,False,False,False,B
gemma3_12b,MQ_0434,0.7511,False,False,False,A
gemma3_12b,MQ_0396,0.7513,True,True,True,A
gemma3_12b,MQ_0589,0.7517,False,True,True,A
gemma3_12b,MQ_0190,0.7519,True,True,True,C
gemma3_12b,MQ_0200,0.7521,True,False,False,A
gemma3_12b,MQ_0791,0.7523,True,True,True,B
gemma3_12b,MQ_0643,0.7524,True,True,False,A
gemma3_12b,MQ_0822,0.7524,False,False,True,C
gemma3_12b,MQ_0480,0.7526,False,False,False,B
gemma3_12b,MQ_0516,0.7526,True,False,False,C
gemma3_12b,MQ_0640,0.7528,False,True,False,D
gemma3_12b,MQ_0316,0.7529,False,True,True,A
gemma3_12b,MQ_0902,0.7532,False,True,False,D
gemma3_12b,MQ_0713,0.7535,True,True,False,A
gemma3_12b,MQ_0854,0.7538,False,False,False,C
gemma3_12b,MQ_0914,0.7538,True,False,False,B
gemma3_12b,MQ_0129,0.7539,True,False,True,D
gemma3_12b,MQ_0617,0.7543,False,False,False,D
gemma3_12b,MQ_0219,0.7545,False,True,True,D
gemma3_12b,MQ_0546,0.7551,False,True,False,D
gemma3_12b,MQ_0913,0.7551,True,True,True,B
gemma3_12b,MQ_0662,0.7556,True,False,False,C
gemma3_12b,MQ_0451,0.7561,True,False,False,B
gemma3_12b,MQ_0055,0.7563,False,False,False,A
gemma3_12b,MQ_0057,0.7565,False,False,False,B
gemma3_12b,MQ_0917,0.7566,False,False,True,D
gemma3_12b,MQ_0567,0.7571,False,True,False,C
gemma3_12b,MQ_0569,0.7571,False,False,False,A
gemma3_12b,MQ_0307,0.7572,False,True,True,D
gemma3_12b,MQ_0595,0.7574,False,False,True,D
gemma3_12b,MQ_0974,0.7576,False,False,False,C
gemma3_12b,MQ_0187,0.7578,True,False,False,A
gemma3_12b,MQ_0213,0.7581,False,False,True,D
gemma3_12b,MQ_0481,0.7582,False,False,False,B
gemma3_12b,MQ_0680,0.7582,True,False,False,C
gemma3_12b,MQ_0297,0.7584,False,True,True,D
gemma3_12b,MQ_0332,0.7587,True,True,True,D
gemma3_12b,MQ_0767,0.7587,False,False,True,A
gemma3_12b,MQ_0494,0.7588,False,False,True,B
gemma3_12b,MQ_0045,0.7591,True,True,True,D
gemma3_12b,MQ_0051,0.7593,False,False,False,B
gemma3_12b,MQ_0036,0.7596,False,False,False,C
gemma3_12b,MQ_0238,0.7597,True,False,True,D
gemma3_12b,MQ_0921,0.7597,False,True,False,C
gemma3_12b,MQ_0227,0.7598,False,False,False,B
gemma3_12b,MQ_0432,0.76,False,True,False,A
gemma3_12b,MQ_0585,0.7604,False,True,False,C
gemma3_12b,MQ_0186,0.7606,False,False,False,B
gemma3_12b,MQ_0658,0.7606,False,False,False,D
gemma3_12b,MQ_0771,0.7606,False,False,False,C
gemma3_12b,MQ_0545,0.761,False,False,True,B
gemma3_12b,MQ_0688,0.761,False,False,False,B
gemma3_12b,MQ_0517,0.7619,False,True,True,C
gemma3_12b,MQ_0832,0.762,False,True,False,C
gemma3_12b,MQ_0824,0.7621,True,False,False,C
gemma3_12b,MQ_0071,0.7622,False,False,False,B
gemma3_12b,MQ_0174,0.7623,False,True,False,D
gemma3_12b,MQ_0241,0.7623,False,False,True,A
gemma3_12b,MQ_0264,0.7624,False,True,True,D
gemma3_12b,MQ_0912,0.7624,False,False,False,C
gemma3_12b,MQ_0115,0.7625,False,False,False,A
gemma3_12b,MQ_0342,0.7625,False,False,False,A
gemma3_12b,MQ_0930,0.7626,False,False,False,D
gemma3_12b,MQ_0068,0.7631,False,False,False,D
gemma3_12b,MQ_0106,0.7632,False,False,False,B
gemma3_12b,MQ_0471,0.7636,False,False,False,A
gemma3_12b,MQ_0423,0.7638,True,False,True,A
gemma3_12b,MQ_0127,0.7645,False,False,False,B
gemma3_12b,MQ_0383,0.7647,False,False,False,C
gemma3_12b,MQ_0960,0.7648,False,True,False,A
gemma3_12b,MQ_0392,0.765,False,True,False,A
gemma3_12b,MQ_0634,0.7651,False,False,True,C
gemma3_12b,MQ_0314,0.7652,False,False,False,C
gemma3_12b,MQ_0288,0.7654,True,False,False,A
gemma3_12b,MQ_0935,0.7655,True,True,False,A
gemma3_12b,MQ_0141,0.7657,True,True,True,A
gemma3_12b,MQ_0137,0.7658,False,False,False,B
gemma3_12b,MQ_0209,0.7659,False,True,False,A
gemma3_12b,MQ_0588,0.7659,False,True,True,B
gemma3_12b,MQ_0013,0.7662,False,False,False,B
gemma3_12b,MQ_0742,0.7662,False,False,False,C
gemma3_12b,MQ_0331,0.7663,True,True,False,C
gemma3_12b,MQ_0671,0.7665,True,False,True,C
gemma3_12b,MQ_0495,0.7668,True,True,True,A
gemma3_12b,MQ_0416,0.7669,True,False,False,C
gemma3_12b,MQ_0759,0.767,True,False,False,A
gemma3_12b,MQ_0668,0.7671,True,False,False,B
gemma3_12b,MQ_0906,0.7672,False,False,False,B
gemma3_12b,MQ_0541,0.7675,True,False,True,C
gemma3_12b,MQ_0420,0.7677,True,True,True,A
gemma3_12b,MQ_0505,0.7679,False,False,False,C
gemma3_12b,MQ_0427,0.7682,True,True,True,A
gemma3_12b,MQ_0048,0.7688,True,True,False,B
gemma3_12b,MQ_0452,0.769,False,True,False,D
gemma3_12b,MQ_0687,0.769,True,False,False,A
gemma3_12b,MQ_0605,0.7692,False,False,False,B
gemma3_12b,MQ_0577,0.7694,True,False,False,B
gemma3_12b,MQ_0626,0.7696,False,False,False,B
gemma3_12b,MQ_0070,0.7697,True,False,False,B
gemma3_12b,MQ_0104,0.7699,True,False,False,C
gemma3_12b,MQ_0498,0.7703,False,False,True,A
gemma3_12b,MQ_0350,0.7704,False,True,False,D
gemma3_12b,MQ_0848,0.7704,False,True,True,A
gemma3_12b,MQ_0207,0.7705,True,True,True,B
gemma3_12b,MQ_0461,0.7706,True,False,False,A
gemma3_12b,MQ_0786,0.7707,False,False,False,C
gemma3_12b,MQ_0950,0.7708,False,False,False,B
gemma3_12b,MQ_0285,0.771,True,False,False,C
gemma3_12b,MQ_0861,0.771,False,True,False,A
gemma3_12b,MQ_0180,0.7713,False,False,True,C
gemma3_12b,MQ_0429,0.7713,False,False,False,B
gemma3_12b,MQ_0867,0.7713,False,True,False,A
gemma3_12b,MQ_0422,0.7714,True,False,False,C
gemma3_12b,MQ_0298,0.7717,False,False,False,A
gemma3_12b,MQ_0122,0.7719,False,True,False,A
gemma3_12b,MQ_0737,0.772,False,True,True,D
gemma3_12b,MQ_0271,0.7721,True,True,False,A
gemma3_12b,MQ_0470,0.7725,False,True,True,A
gemma3_12b,MQ_0463,0.7732,False,True,True,B
gemma3_12b,MQ_0731,0.7732,False,True,True,C
gemma3_12b,MQ_0844,0.7733,False,False,False,B
gemma3_12b,MQ_0037,0.7734,False,False,True,C
gemma3_12b,MQ_0166,0.7734,False,False,False,B
gemma3_12b,MQ_0719,0.7739,False,False,True,B
gemma3_12b,MQ_0840,0.774,True,True,True,C
gemma3_12b,MQ_0284,0.7741,False,False,True,D
gemma3_12b,MQ_0738,0.7746,False,False,False,B
gemma3_12b,MQ_0885,0.7748,False,False,False,C
gemma3_12b,MQ_0641,0.775,True,True,False,A
gemma3_12b,MQ_0277,0.7753,True,False,True,C
gemma3_12b,MQ_0790,0.7753,False,True,False,A
gemma3_12b,MQ_0694,0.7756,False,True,False,C
gemma3_12b,MQ_0259,0.7758,False,False,True,D
gemma3_12b,MQ_0363,0.7758,True,True,False,B
gemma3_12b,MQ_0924,0.7758,True,False,True,B
gemma3_12b,MQ_0394,0.7759,False,False,False,B
gemma3_12b,MQ_0761,0.7759,False,False,False,B
gemma3_12b,MQ_0730,0.7764,True,True,False,A
gemma3_12b,MQ_0953,0.7764,True,False,True,C
gemma3_12b,MQ_0576,0.7765,False,False,False,D
gemma3_12b,MQ_0031,0.7766,True,True,True,A
gemma3_12b,MQ_0230,0.7766,False,False,False,B
gemma3_12b,MQ_0981,0.7766,True,True,True,B
gemma3_12b,MQ_0444,0.7767,True,True,False,B
gemma3_12b,MQ_0958,0.7768,True,False,False,C
gemma3_12b,MQ_0188,0.7773,True,False,False,A
gemma3_12b,MQ_0754,0.7773,True,True,False,A
gemma3_12b,MQ_0977,0.7774,False,False,True,A
gemma3_12b,MQ_0484,0.7775,True,False,True,A
gemma3_12b,MQ_0431,0.7776,True,False,True,D
gemma3_12b,MQ_0077,0.7778,False,False,False,B
gemma3_12b,MQ_0674,0.7778,False,False,False,C
gemma3_12b,MQ_0852,0.778,True,False,True,C
gemma3_12b,MQ_0993,0.7783,True,False,False,A
gemma3_12b,MQ_0804,0.7787,True,True,True,C
gemma3_12b,MQ_0094,0.7789,True,True,True,C
gemma3_12b,MQ_0702,0.7789,True,False,False,B
gemma3_12b,MQ_0829,0.7789,True,False,False,A
gemma3_12b,MQ_0898,0.7793,False,True,False,A
gemma3_12b,MQ_0995,0.7794,True,True,True,A
gemma3_12b,MQ_0716,0.7798,True,False,True,C
gemma3_12b,MQ_0145,0.78,True,False,False,D
gemma3_12b,MQ_0349,0.78,True,False,False,A
gemma3_12b,MQ_0311,0.7804,False,False,False,B
gemma3_12b,MQ_0625,0.7805,False,True,False,A
gemma3_12b,MQ_0335,0.7807,True,True,True,A
gemma3_12b,MQ_0458,0.7807,False,False,False,B
gemma3_12b,MQ_0910,0.7812,True,True,True,A
gemma3_12b,MQ_0072,0.7813,False,False,True,A
gemma3_12b,MQ_0846,0.7813,True,False,True,C
gemma3_12b,MQ_0090,0.7814,False,False,True,D
gemma3_12b,MQ_0139,0.7814,True,True,True,A
