model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
gemma4_e4b,MQ_0062,0.7571,False,True,True,A
gemma4_e4b,MQ_0069,0.7571,False,True,False,A
gemma4_e4b,MQ_0106,0.7571,False,True,False,B
gemma4_e4b,MQ_0139,0.7571,False,True,True,A
gemma4_e4b,MQ_0187,0.7571,True,True,False,A
gemma4_e4b,MQ_0206,0.7571,False,False,True,B
gemma4_e4b,MQ_0209,0.7571,True,True,False,A
gemma4_e4b,MQ_0225,0.7571,False,False,False,D
gemma4_e4b,MQ_0227,0.7571,True,True,False,B
gemma4_e4b,MQ_0242,0.7571,False,False,False,C
gemma4_e4b,MQ_0265,0.7571,True,True,False,A
gemma4_e4b,MQ_0268,0.7571,False,True,False,A
gemma4_e4b,MQ_0271,0.7571,False,True,True,A
gemma4_e4b,MQ_0281,0.7571,False,True,True,B
gemma4_e4b,MQ_0300,0.7571,True,False,False,B
gemma4_e4b,MQ_0327,0.7571,False,True,True,A
gemma4_e4b,MQ_0342,0.7571,True,False,False,A
gemma4_e4b,MQ_0343,0.7571,True,True,False,B
gemma4_e4b,MQ_0365,0.7571,True,False,False,B
gemma4_e4b,MQ_0389,0.7571,False,False,False,D
gemma4_e4b,MQ_0398,0.7571,False,True,False,A
gemma4_e4b,MQ_0468,0.7571,False,True,True,A
gemma4_e4b,MQ_0471,0.7571,True,False,True,A
gemma4_e4b,MQ_0479,0.7571,True,False,True,B
gemma4_e4b,MQ_0480,0.7571,False,True,True,B
gemma4_e4b,MQ_0481,0.7571,True,False,False,B
gemma4_e4b,MQ_0482,0.7571,False,True,True,B
gemma4_e4b,MQ_0501,0.7571,False,False,False,C
gemma4_e4b,MQ_0508,0.7571,False,True,True,A
gemma4_e4b,MQ_0513,0.7571,False,False,False,D
gemma4_e4b,MQ_0515,0.7571,False,False,False,D
gemma4_e4b,MQ_0525,0.7571,True,False,False,A
gemma4_e4b,MQ_0529,0.7571,True,False,True,B
gemma4_e4b,MQ_0534,0.7571,False,False,False,D
gemma4_e4b,MQ_0546,0.7571,False,False,False,D
gemma4_e4b,MQ_0550,0.7571,False,True,False,B
gemma4_e4b,MQ_0566,0.7571,False,True,True,A
gemma4_e4b,MQ_0577,0.7571,True,True,False,B
gemma4_e4b,MQ_0579,0.7571,True,True,False,A
gemma4_e4b,MQ_0580,0.7571,True,False,False,B
gemma4_e4b,MQ_0593,0.7571,True,True,False,B
gemma4_e4b,MQ_0603,0.7571,False,False,False,D
gemma4_e4b,MQ_0620,0.7571,False,True,False,A
gemma4_e4b,MQ_0626,0.7571,False,False,True,B
gemma4_e4b,MQ_0641,0.7571,False,True,True,A
gemma4_e4b,MQ_0657,0.7571,True,True,False,B
gemma4_e4b,MQ_0684,0.7571,True,False,True,A
gemma4_e4b,MQ_0700,0.7571,False,True,True,B
gemma4_e4b,MQ_0702,0.7571,True,False,False,B
gemma4_e4b,MQ_0713,0.7571,True,True,False,A
gemma4_e4b,MQ_0723,0.7571,True,False,True,B
gemma4_e4b,MQ_0740,0.7571,True,True,False,A
gemma4_e4b,MQ_0762,0.7571,False,False,False,C
gemma4_e4b,MQ_0792,0.7571,True,False,True,B
gemma4_e4b,MQ_0809,0.7571,True,False,True,B
gemma4_e4b,MQ_0825,0.7571,False,True,False,A
gemma4_e4b,MQ_0848,0.7571,False,True,True,A
gemma4_e4b,MQ_0859,0.7571,True,True,False,A
gemma4_e4b,MQ_0878,0.7571,False,False,False,C
gemma4_e4b,MQ_0898,0.7571,True,False,True,A
gemma4_e4b,MQ_0909,0.7571,False,False,False,C
gemma4_e4b,MQ_0917,0.7571,False,False,False,D
gemma4_e4b,MQ_0945,0.7571,False,False,True,A
gemma4_e4b,MQ_0961,0.7571,True,True,False,A
gemma4_e4b,MQ_0969,0.7571,True,False,False,B
gemma4_e4b,MQ_0985,0.7571,True,False,True,A
gemma4_e4b,MQ_0017,0.767,True,False,True,D
gemma4_e4b,MQ_0023,0.767,False,False,False,A
gemma4_e4b,MQ_0029,0.767,False,True,False,D
gemma4_e4b,MQ_0037,0.767,True,False,True,C
gemma4_e4b,MQ_0063,0.767,False,False,False,B
gemma4_e4b,MQ_0068,0.767,True,True,False,D
gemma4_e4b,MQ_0080,0.767,False,True,False,D
gemma4_e4b,MQ_0115,0.767,False,False,False,A
gemma4_e4b,MQ_0121,0.767,False,False,True,D
gemma4_e4b,MQ_0132,0.767,False,True,True,D
gemma4_e4b,MQ_0140,0.767,False,False,False,A
gemma4_e4b,MQ_0150,0.767,True,False,False,D
gemma4_e4b,MQ_0158,0.767,True,False,False,C
gemma4_e4b,MQ_0162,0.767,False,True,True,C
gemma4_e4b,MQ_0195,0.767,False,False,True,C
gemma4_e4b,MQ_0237,0.767,False,True,False,C
gemma4_e4b,MQ_0264,0.767,True,True,False,D
gemma4_e4b,MQ_0330,0.767,False,False,False,B
gemma4_e4b,MQ_0357,0.767,False,True,True,D
gemma4_e4b,MQ_0377,0.767,False,False,False,A
gemma4_e4b,MQ_0386,0.767,False,True,True,D
gemma4_e4b,MQ_0391,0.767,True,False,False,C
gemma4_e4b,MQ_0414,0.767,True,False,True,C
gemma4_e4b,MQ_0431,0.767,True,False,True,D
gemma4_e4b,MQ_0435,0.767,False,False,True,D
gemma4_e4b,MQ_0441,0.767,True,True,False,C
gemma4_e4b,MQ_0443,0.767,True,True,False,D
gemma4_e4b,MQ_0476,0.767,True,False,False,D
gemma4_e4b,MQ_0535,0.767,False,False,True,D
gemma4_e4b,MQ_0564,0.767,True,True,False,C
gemma4_e4b,MQ_0584,0.767,True,False,True,C
gemma4_e4b,MQ_0591,0.767,True,False,False,C
gemma4_e4b,MQ_0639,0.767,False,False,False,A
gemma4_e4b,MQ_0663,0.767,True,True,False,D
gemma4_e4b,MQ_0680,0.767,True,True,False,C
gemma4_e4b,MQ_0682,0.767,True,False,True,D
gemma4_e4b,MQ_0724,0.767,False,True,False,D
gemma4_e4b,MQ_0748,0.767,True,True,False,C
gemma4_e4b,MQ_0755,0.767,True,False,False,D
gemma4_e4b,MQ_0758,0.767,True,False,False,C
gemma4_e4b,MQ_0763,0.767,False,True,True,C
gemma4_e4b,MQ_0777,0.767,True,False,False,C
gemma4_e4b,MQ_0793,0.767,True,False,False,D
gemma4_e4b,MQ_0807,0.767,False,True,True,C
gemma4_e4b,MQ_0925,0.767,False,False,False,A
gemma4_e4b,MQ_0948,0.767,True,True,False,C
gemma4_e4b,MQ_0963,0.767,True,False,True,D
gemma4_e4b,MQ_0998,0.767,True,True,False,D
gemma4_e4b,MQ_0009,0.7883,False,True,False,D
gemma4_e4b,MQ_0020,0.7883,True,False,False,D
gemma4_e4b,MQ_0038,0.7883,False,True,True,B
gemma4_e4b,MQ_0041,0.7883,False,True,True,D
gemma4_e4b,MQ_0046,0.7883,True,False,False,D
gemma4_e4b,MQ_0052,0.7883,False,True,False,D
gemma4_e4b,MQ_0070,0.7883,False,False,True,B
gemma4_e4b,MQ_0119,0.7883,True,True,False,B
gemma4_e4b,MQ_0154,0.7883,False,False,False,A
gemma4_e4b,MQ_0186,0.7883,True,False,False,B
gemma4_e4b,MQ_0191,0.7883,True,True,False,D
gemma4_e4b,MQ_0223,0.7883,True,False,True,D
gemma4_e4b,MQ_0228,0.7883,False,False,False,A
gemma4_e4b,MQ_0248,0.7883,False,False,False,A
gemma4_e4b,MQ_0290,0.7883,True,False,False,D
gemma4_e4b,MQ_0291,0.7883,True,True,False,D
gemma4_e4b,MQ_0326,0.7883,True,True,False,B
gemma4_e4b,MQ_0333,0.7883,False,False,False,C
gemma4_e4b,MQ_0412,0.7883,True,True,False,D
gemma4_e4b,MQ_0417,0.7883,False,False,False,C
gemma4_e4b,MQ_0430,0.7883,False,True,False,D
gemma4_e4b,MQ_0437,0.7883,False,True,True,B
gemma4_e4b,MQ_0448,0.7883,True,True,False,B
gemma4_e4b,MQ_0454,0.7883,False,True,False,B
gemma4_e4b,MQ_0520,0.7883,False,False,False,A
gemma4_e4b,MQ_0527,0.7883,False,False,False,C
gemma4_e4b,MQ_0570,0.7883,True,True,False,D
gemma4_e4b,MQ_0571,0.7883,True,False,True,B
gemma4_e4b,MQ_0607,0.7883,False,False,False,C
gemma4_e4b,MQ_0612,0.7883,True,True,False,D
gemma4_e4b,MQ_0628,0.7883,True,True,False,D
gemma4_e4b,MQ_0631,0.7883,False,False,True,D
gemma4_e4b,MQ_0656,0.7883,False,False,False,C
gemma4_e4b,MQ_0679,0.7883,True,True,False,D
gemma4_e4b,MQ_0683,0.7883,False,False,False,C
gemma4_e4b,MQ_0690,0.7883,True,True,False,D
gemma4_e4b,MQ_0712,0.7883,True,False,True,B
gemma4_e4b,MQ_0744,0.7883,True,False,False,D
gemma4_e4b,MQ_0747,0.7883,False,False,True,D
gemma4_e4b,MQ_0774,0.7883,True,True,False,B
gemma4_e4b,MQ_0788,0.7883,False,False,False,C
gemma4_e4b,MQ_0840,0.7883,False,False,False,C
gemma4_e4b,MQ_0857,0.7883,True,False,False,D
gemma4_e4b,MQ_0868,0.7883,True,False,True,B
gemma4_e4b,MQ_0902,0.7883,True,True,False,D
gemma4_e4b,MQ_0941,0.7883,True,False,False,D
llama31,MQ_0619,0.2179,False,False,True,D
llama31,MQ_0925,0.318,False,False,False,A
llama31,MQ_0935,0.3597,True,True,True,A
llama31,MQ_0829,0.3637,True,True,False,A
llama31,MQ_0423,0.3741,True,True,True,A
llama31,MQ_0011,0.5942,True,False,False,C
llama31,MQ_0060,0.5942,False,False,True,C
llama31,MQ_0370,0.5942,False,False,True,D
llama31,MQ_0399,0.5942,True,False,False,C
llama31,MQ_0424,0.5942,False,False,False,B
llama31,MQ_0556,0.5942,False,False,True,D
llama31,MQ_0646,0.5942,False,True,False,A
llama31,MQ_0721,0.5942,True,False,False,D
llama31,MQ_0752,0.5942,False,False,True,D
llama31,MQ_0827,0.5942,False,True,False,D
llama31,MQ_0856,0.5942,False,True,False,A
llama31,MQ_0877,0.5942,False,True,False,A
llama31,MQ_0879,0.5942,True,False,False,A
llama31,MQ_0900,0.5942,False,False,True,D
llama31,MQ_0946,0.5942,False,True,False,D
llama31,MQ_0997,0.5942,True,False,False,D
llama31,MQ_0092,0.6049,True,False,False,A
llama31,MQ_0109,0.6049,True,False,False,B
llama31,MQ_0145,0.6049,True,False,False,D
llama31,MQ_0174,0.6049,True,False,False,D
llama31,MQ_0215,0.6049,True,False,False,B
llama31,MQ_0248,0.6049,True,False,False,A
llama31,MQ_0291,0.6049,False,True,False,D
llama31,MQ_0468,0.6049,False,True,False,A
llama31,MQ_0493,0.6049,False,False,False,C
llama31,MQ_0572,0.6049,True,False,False,B
llama31,MQ_0593,0.6049,True,False,False,B
llama31,MQ_0622,0.6049,True,False,False,B
llama31,MQ_0715,0.6049,True,False,False,D
llama31,MQ_0773,0.6049,False,False,True,D
llama31,MQ_0847,0.6049,True,False,False,B
llama31,MQ_0016,0.6644,False,False,True,D
llama31,MQ_0018,0.6644,True,False,False,D
llama31,MQ_0020,0.6644,True,False,False,D
llama31,MQ_0084,0.6644,True,True,False,A
llama31,MQ_0098,0.6644,True,True,False,A
llama31,MQ_0115,0.6644,True,True,False,A
llama31,MQ_0132,0.6644,False,True,True,D
llama31,MQ_0134,0.6644,True,False,True,D
llama31,MQ_0159,0.6644,False,True,True,A
llama31,MQ_0167,0.6644,True,False,True,D
llama31,MQ_0205,0.6644,False,False,False,C
llama31,MQ_0206,0.6644,False,False,False,B
llama31,MQ_0216,0.6644,True,False,True,D
llama31,MQ_0221,0.6644,True,True,False,D
llama31,MQ_0225,0.6644,True,True,False,D
llama31,MQ_0236,0.6644,True,False,True,A
llama31,MQ_0251,0.6644,True,False,False,A
llama31,MQ_0256,0.6644,True,False,True,D
llama31,MQ_0262,0.6644,False,True,False,A
llama31,MQ_0273,0.6644,True,False,True,D
llama31,MQ_0301,0.6644,False,False,False,B
llama31,MQ_0302,0.6644,False,True,True,A
llama31,MQ_0316,0.6644,False,True,True,A
llama31,MQ_0318,0.6644,True,False,True,A
llama31,MQ_0350,0.6644,True,True,False,D
llama31,MQ_0368,0.6644,False,False,False,C
llama31,MQ_0400,0.6644,True,True,False,A
llama31,MQ_0407,0.6644,True,False,True,D
llama31,MQ_0426,0.6644,True,False,True,A
llama31,MQ_0433,0.6644,True,True,False,A
llama31,MQ_0436,0.6644,True,True,False,A
llama31,MQ_0439,0.6644,True,False,False,D
llama31,MQ_0454,0.6644,False,False,False,B
llama31,MQ_0464,0.6644,True,True,False,D
llama31,MQ_0475,0.6644,False,True,True,D
llama31,MQ_0478,0.6644,False,True,True,D
llama31,MQ_0486,0.6644,False,True,True,A
llama31,MQ_0506,0.6644,True,False,False,D
llama31,MQ_0533,0.6644,False,False,False,B
llama31,MQ_0538,0.6644,True,False,True,A
llama31,MQ_0542,0.6644,True,False,True,D
llama31,MQ_0560,0.6644,False,True,False,A
llama31,MQ_0579,0.6644,True,True,False,A
llama31,MQ_0606,0.6644,True,False,True,D
llama31,MQ_0625,0.6644,False,True,False,A
llama31,MQ_0629,0.6644,True,True,False,D
llama31,MQ_0640,0.6644,True,True,False,D
llama31,MQ_0641,0.6644,True,True,False,A
llama31,MQ_0647,0.6644,False,False,True,D
llama31,MQ_0650,0.6644,False,True,True,D
llama31,MQ_0678,0.6644,True,True,False,A
llama31,MQ_0686,0.6644,True,False,False,A
llama31,MQ_0687,0.6644,False,True,True,A
llama31,MQ_0703,0.6644,False,True,True,D
llama31,MQ_0714,0.6644,False,False,True,A
llama31,MQ_0757,0.6644,True,False,False,D
llama31,MQ_0768,0.6644,True,True,False,D
llama31,MQ_0777,0.6644,False,False,False,C
llama31,MQ_0788,0.6644,False,False,False,C
llama31,MQ_0810,0.6644,True,True,False,A
llama31,MQ_0831,0.6644,True,False,True,A
llama31,MQ_0833,0.6644,False,True,True,D
llama31,MQ_0835,0.6644,True,False,False,A
llama31,MQ_0863,0.6644,True,False,False,A
llama31,MQ_0896,0.6644,False,False,False,C
llama31,MQ_0908,0.6644,True,False,False,A
llama31,MQ_0919,0.6644,False,False,False,B
llama31,MQ_0950,0.6644,False,False,False,B
llama31,MQ_0967,0.6644,True,False,False,D
llama31,MQ_0998,0.6644,True,True,False,D
llama31,MQ_0007,0.6729,False,True,False,B
llama31,MQ_0069,0.6729,False,True,False,A
llama31,MQ_0217,0.6729,False,True,False,B
llama31,MQ_0240,0.6729,False,False,False,D
llama31,MQ_0300,0.6729,False,True,False,B
llama31,MQ_0364,0.6729,True,False,False,A
llama31,MQ_0553,0.6729,False,False,True,C
llama31,MQ_0605,0.6729,True,False,False,B
llama31,MQ_0613,0.6729,True,False,False,C
llama31,MQ_0697,0.6729,False,True,False,B
llama31,MQ_0786,0.6729,True,False,False,C
llama31,MQ_0813,0.6729,True,False,False,B
llama31,MQ_0867,0.6729,True,False,False,A
llama31,MQ_0897,0.6729,True,False,False,C
llama31,MQ_0904,0.6729,True,False,False,C
llama31,MQ_0013,0.6935,False,False,True,B
llama31,MQ_0101,0.6935,True,False,False,C
llama31,MQ_0255,0.6935,False,False,False,A
llama31,MQ_0272,0.6935,True,False,False,B
llama31,MQ_0570,0.6935,False,True,False,D
llama31,MQ_0638,0.6935,False,False,True,D
llama31,MQ_0667,0.6935,True,False,False,C
llama31,MQ_0732,0.6935,False,False,False,A
llama31,MQ_0820,0.6935,True,False,False,B
llama31,MQ_0962,0.6935,True,False,False,B
llama31,MQ_0983,0.6935,True,False,False,D
llama31,MQ_0019,0.757,False,True,False,C
llama31,MQ_0022,0.757,False,False,False,B
llama31,MQ_0036,0.757,False,True,False,C
llama31,MQ_0055,0.757,True,True,False,A
llama31,MQ_0071,0.757,False,False,False,B
llama31,MQ_0093,0.757,False,False,False,B
llama31,MQ_0099,0.757,False,True,True,A
llama31,MQ_0118,0.757,False,False,False,D
llama31,MQ_0136,0.757,False,True,False,A
llama31,MQ_0148,0.757,True,True,False,C
llama31,MQ_0149,0.757,True,False,True,C
llama31,MQ_0152,0.757,False,False,False,B
llama31,MQ_0158,0.757,True,False,True,C
llama31,MQ_0165,0.757,False,False,False,D
llama31,MQ_0183,0.757,True,False,False,A
llama31,MQ_0196,0.757,True,False,False,A
llama31,MQ_0200,0.757,True,False,True,A
llama31,MQ_0241,0.757,True,False,True,A
llama31,MQ_0244,0.757,True,True,False,C
llama31,MQ_0247,0.757,True,True,False,A
llama31,MQ_0253,0.757,True,True,False,C
llama31,MQ_0277,0.757,True,False,False,C
llama31,MQ_0280,0.757,True,False,False,C
llama31,MQ_0367,0.757,True,True,False,C
llama31,MQ_0378,0.757,True,True,False,A
llama31,MQ_0401,0.757,True,True,False,A
llama31,MQ_0421,0.757,True,False,False,A
llama31,MQ_0460,0.757,True,True,False,A
llama31,MQ_0501,0.757,True,False,False,C
llama31,MQ_0528,0.757,True,True,False,C
llama31,MQ_0534,0.757,False,False,False,D
llama31,MQ_0557,0.757,False,True,False,A
llama31,MQ_0563,0.757,True,True,False,C
llama31,MQ_0566,0.757,False,True,True,A
llama31,MQ_0575,0.757,True,False,False,A
llama31,MQ_0582,0.757,True,False,False,A
llama31,MQ_0591,0.757,True,False,True,C
llama31,MQ_0594,0.757,True,False,False,C
llama31,MQ_0603,0.757,False,False,False,D
llama31,MQ_0632,0.757,False,True,False,A
llama31,MQ_0696,0.757,True,False,True,C
llama31,MQ_0709,0.757,True,True,False,C
llama31,MQ_0729,0.757,True,False,True,C
llama31,MQ_0750,0.757,False,False,False,D
llama31,MQ_0767,0.757,True,True,False,A
llama31,MQ_0770,0.757,True,False,False,C
llama31,MQ_0771,0.757,True,False,True,C
llama31,MQ_0798,0.757,True,False,True,C
llama31,MQ_0815,0.757,False,False,False,D
llama31,MQ_0830,0.757,True,False,False,C
llama31,MQ_0851,0.757,True,False,True,A
llama31,MQ_0854,0.757,True,False,False,C
llama31,MQ_0860,0.757,True,False,True,C
llama31,MQ_0875,0.757,False,True,True,C
llama31,MQ_0886,0.757,False,True,True,C
llama31,MQ_0907,0.757,True,False,False,C
llama31,MQ_0916,0.757,True,True,False,A
llama31,MQ_0921,0.757,True,False,True,C
llama31,MQ_0922,0.757,True,False,False,A
llama31,MQ_0932,0.757,True,False,True,A
llama31,MQ_0938,0.757,True,False,True,A
llama31,MQ_0986,0.757,False,False,True,A
llama31,MQ_0989,0.757,False,True,False,C
llama31,MQ_0010,0.7571,True,True,False,B
llama31,MQ_0012,0.7571,True,False,False,A
llama31,MQ_0025,0.7571,False,False,False,C
llama31,MQ_0034,0.7571,False,True,False,B
llama31,MQ_0049,0.7571,True,False,True,A
llama31,MQ_0056,0.7571,True,False,True,A
llama31,MQ_0065,0.7571,True,False,False,B
llama31,MQ_0106,0.7571,False,False,True,B
llama31,MQ_0111,0.7571,True,True,False,B
llama31,MQ_0131,0.7571,True,False,False,B
llama31,MQ_0137,0.7571,True,False,False,B
llama31,MQ_0139,0.7571,False,True,True,A
llama31,MQ_0163,0.7571,True,False,True,B
llama31,MQ_0187,0.7571,True,True,False,A
llama31,MQ_0231,0.7571,True,False,False,A
llama31,MQ_0249,0.7571,True,True,False,A
llama31,MQ_0268,0.7571,False,False,True,A
llama31,MQ_0271,0.7571,True,True,False,A
llama31,MQ_0276,0.7571,False,False,True,A
llama31,MQ_0314,0.7571,False,False,False,C
llama31,MQ_0327,0.7571,False,True,False,A
llama31,MQ_0341,0.7571,True,True,False,A
llama31,MQ_0362,0.7571,True,False,True,B
llama31,MQ_0371,0.7571,True,False,False,B
llama31,MQ_0382,0.7571,True,False,False,B
llama31,MQ_0395,0.7571,False,False,True,B
llama31,MQ_0397,0.7571,True,False,False,A
llama31,MQ_0402,0.7571,True,False,True,A
llama31,MQ_0404,0.7571,True,False,False,B
llama31,MQ_0425,0.7571,True,True,False,A
llama31,MQ_0459,0.7571,True,False,True,A
llama31,MQ_0480,0.7571,False,True,True,B
llama31,MQ_0481,0.7571,True,True,False,B
llama31,MQ_0492,0.7571,True,False,True,B
llama31,MQ_0499,0.7571,False,False,False,D
llama31,MQ_0502,0.7571,False,True,True,B
llama31,MQ_0515,0.7571,False,False,False,D
llama31,MQ_0521,0.7571,True,True,False,A
llama31,MQ_0525,0.7571,True,False,False,A
llama31,MQ_0539,0.7571,False,False,False,C
llama31,MQ_0559,0.7571,True,True,False,A
llama31,MQ_0602,0.7571,True,False,False,B
llama31,MQ_0608,0.7571,True,False,True,B
llama31,MQ_0645,0.7571,True,False,False,A
llama31,MQ_0657,0.7571,True,False,False,B
llama31,MQ_0713,0.7571,True,False,False,A
llama31,MQ_0717,0.7571,True,False,False,B
llama31,MQ_0727,0.7571,True,False,False,B
llama31,MQ_0730,0.7571,False,False,True,A
llama31,MQ_0754,0.7571,True,True,False,A
llama31,MQ_0755,0.7571,False,False,False,D
llama31,MQ_0801,0.7571,True,True,False,B
llama31,MQ_0825,0.7571,True,True,False,A
llama31,MQ_0850,0.7571,False,True,True,A
llama31,MQ_0852,0.7571,False,False,False,C
llama31,MQ_0881,0.7571,True,True,False,A
llama31,MQ_0898,0.7571,True,False,False,A
llama31,MQ_0911,0.7571,False,False,False,C
llama31,MQ_0947,0.7571,True,False,False,B
llama31,MQ_0954,0.7571,False,False,False,C
llama31,MQ_0961,0.7571,True,False,False,A
llama31,MQ_0969,0.7571,True,True,False,B
llama31,MQ_0990,0.7571,True,False,True,A
llama31,MQ_0028,0.767,False,True,True,D
llama31,MQ_0035,0.767,False,False,False,A
llama31,MQ_0037,0.767,True,False,True,C
llama31,MQ_0053,0.767,True,False,False,C
llama31,MQ_0068,0.767,True,False,True,D
llama31,MQ_0080,0.767,True,True,False,D
llama31,MQ_0081,0.767,True,False,True,C
llama31,MQ_0082,0.767,False,False,False,A
llama31,MQ_0085,0.767,True,False,True,D
llama31,MQ_0088,0.767,False,True,False,C
llama31,MQ_0108,0.767,True,False,False,D
llama31,MQ_0110,0.767,False,False,True,D
llama31,MQ_0112,0.767,True,False,False,C
llama31,MQ_0121,0.767,True,False,False,D
llama31,MQ_0140,0.767,False,False,False,A
llama31,MQ_0144,0.767,False,False,True,D
llama31,MQ_0168,0.767,True,False,True,C
llama31,MQ_0203,0.767,False,True,False,C
llama31,MQ_0219,0.767,True,False,False,D
llama31,MQ_0228,0.767,False,False,False,A
llama31,MQ_0229,0.767,True,False,False,D
llama31,MQ_0252,0.767,True,True,False,D
llama31,MQ_0282,0.767,True,True,False,C
llama31,MQ_0379,0.767,True,False,False,D
llama31,MQ_0390,0.767,False,True,False,C
llama31,MQ_0391,0.767,True,False,False,C
llama31,MQ_0412,0.767,False,True,True,D
llama31,MQ_0418,0.767,True,False,False,C
llama31,MQ_0452,0.767,True,False,False,D
llama31,MQ_0517,0.767,True,False,True,C
llama31,MQ_0535,0.767,False,True,True,D
llama31,MQ_0543,0.767,True,False,True,C
llama31,MQ_0583,0.767,True,False,False,C
llama31,MQ_0592,0.767,True,True,False,C
llama31,MQ_0597,0.767,True,False,True,D
llama31,MQ_0628,0.767,False,True,False,D
llama31,MQ_0639,0.767,False,False,False,A
llama31,MQ_0642,0.767,False,True,True,C
llama31,MQ_0644,0.767,True,True,False,D
llama31,MQ_0674,0.767,False,True,False,C
llama31,MQ_0682,0.767,False,True,True,D
llama31,MQ_0691,0.767,True,False,False,C
llama31,MQ_0705,0.767,False,False,True,D
llama31,MQ_0735,0.767,False,True,False,D
llama31,MQ_0747,0.767,False,False,True,D
llama31,MQ_0763,0.767,True,True,False,C
llama31,MQ_0806,0.767,True,False,False,C
llama31,MQ_0824,0.767,True,True,False,C
llama31,MQ_0834,0.767,False,True,False,C
llama31,MQ_0853,0.767,True,True,False,C
llama31,MQ_0862,0.767,True,False,False,D
llama31,MQ_0887,0.767,True,False,True,C
llama31,MQ_0892,0.767,False,True,False,C
llama31,MQ_0893,0.767,True,False,False,C
llama31,MQ_0903,0.767,True,True,False,D
llama31,MQ_0933,0.767,True,False,False,C
llama31,MQ_0936,0.767,True,False,True,D
llama31,MQ_0944,0.767,True,True,False,C
llama31,MQ_0948,0.767,True,False,False,C
llama31,MQ_0951,0.767,True,False,False,D
llama31,MQ_0953,0.767,False,True,False,C
llama31,MQ_0963,0.767,True,False,True,D
llama31,MQ_0970,0.767,True,True,False,D
llama31,MQ_0971,0.767,True,False,True,D
llama31,MQ_0993,0.767,False,False,False,A
llama31,MQ_0004,0.7883,True,False,False,B
llama31,MQ_0006,0.7883,False,False,False,C
llama31,MQ_0024,0.7883,True,True,False,B
llama31,MQ_0038,0.7883,False,True,True,B
llama31,MQ_0045,0.7883,True,False,False,D
llama31,MQ_0070,0.7883,True,False,True,B
llama31,MQ_0077,0.7883,True,False,False,B
llama31,MQ_0086,0.7883,True,False,True,B
llama31,MQ_0105,0.7883,True,True,False,B
llama31,MQ_0119,0.7883,True,False,False,B
llama31,MQ_0189,0.7883,True,True,False,D
llama31,MQ_0191,0.7883,True,True,False,D
llama31,MQ_0213,0.7883,True,False,False,D
llama31,MQ_0351,0.7883,True,True,False,B
llama31,MQ_0360,0.7883,True,False,True,B
llama31,MQ_0363,0.7883,True,True,False,B
llama31,MQ_0374,0.7883,False,True,True,B
llama31,MQ_0377,0.7883,False,False,False,A
llama31,MQ_0394,0.7883,False,True,False,B
llama31,MQ_0410,0.7883,True,False,True,B
llama31,MQ_0417,0.7883,False,False,False,C
llama31,MQ_0419,0.7883,False,True,False,B
llama31,MQ_0430,0.7883,False,True,True,D
llama31,MQ_0437,0.7883,False,True,False,B
llama31,MQ_0445,0.7883,True,True,False,B
llama31,MQ_0447,0.7883,False,False,True,B
llama31,MQ_0448,0.7883,True,True,False,B
llama31,MQ_0461,0.7883,False,False,False,A
llama31,MQ_0467,0.7883,False,True,False,B
llama31,MQ_0469,0.7883,False,True,False,B
llama31,MQ_0490,0.7883,False,False,False,A
llama31,MQ_0500,0.7883,True,True,False,D
llama31,MQ_0504,0.7883,True,False,True,D
llama31,MQ_0546,0.7883,True,False,True,D
llama31,MQ_0571,0.7883,True,False,True,B
llama31,MQ_0581,0.7883,True,True,False,D
llama31,MQ_0590,0.7883,False,False,True,B
llama31,MQ_0596,0.7883,True,True,False,B
llama31,MQ_0620,0.7883,False,False,False,A
llama31,MQ_0653,0.7883,True,False,True,D
llama31,MQ_0656,0.7883,False,False,False,C
llama31,MQ_0679,0.7883,True,False,True,D
llama31,MQ_0683,0.7883,False,False,False,C
llama31,MQ_0699,0.7883,False,False,False,A
llama31,MQ_0712,0.7883,True,False,False,B
llama31,MQ_0776,0.7883,True,True,False,D
llama31,MQ_0793,0.7883,True,False,False,D
llama31,MQ_0816,0.7883,True,False,True,D
llama31,MQ_0821,0.7883,False,False,False,C
llama31,MQ_0832,0.7883,False,False,False,C
llama31,MQ_0839,0.7883,True,False,False,B
llama31,MQ_0844,0.7883,True,False,False,B
llama31,MQ_0845,0.7883,False,False,False,C
llama31,MQ_0857,0.7883,True,False,False,D
llama31,MQ_0873,0.7883,False,True,True,D
llama31,MQ_0876,0.7883,True,False,False,D
llama31,MQ_0902,0.7883,True,False,False,D
llama31,MQ_0909,0.7883,False,False,False,C
llama31,MQ_0924,0.7883,True,True,False,B
llama31,MQ_0926,0.7883,False,False,False,A
llama31,MQ_0930,0.7883,False,True,True,D
llama31,MQ_0939,0.7883,False,True,True,D
llama31,MQ_0943,0.7883,True,False,False,B
llama32,MQ_0727,0.1636,True,False,False,B
llama32,MQ_0437,0.2779,False,False,False,B
llama32,MQ_0039,0.2842,True,False,True,D
llama32,MQ_0454,0.2861,False,False,False,B
llama32,MQ_0805,0.2866,False,False,False,A
llama32,MQ_0828,0.3147,True,False,True,C
llama32,MQ_0011,0.5942,False,True,False,C
llama32,MQ_0016,0.5942,False,False,True,D
llama32,MQ_0144,0.5942,False,False,True,D
